text,intent
I can't log into my account. please.,account_login
Please Send this wrapped to Delhi. ASAP.,gift_wrapping
Is the warranty valid in Delhi? thanks.,warranty_info
"Hi, Ship the shoes to my new address.",change_address
"Hi, Tell me about the warranty terms.",warranty_info
"Hi, Does it come with a guarantee?",warranty_info
Urgent: Check if size XXL is there for kurta. now.,product_availability
"Hi, Can I apply coupon on shoes? now.",coupon_apply
Can you tell me I need to speak to the manager.,human_escalate
Urgent: Do you provide a discount for 55 pieces of bag? now.,bulk_order
Can you tell me Modify the delivery location.,change_address
Please Shipping charges are too high. please.,shipping_cost
Urgent: Can I change shipping address to Chennai?,change_address
Urgent: Can I apply coupon on t-shirt? ASAP.,coupon_apply
"Hi, Human intervention required.",human_escalate
Can you tell me Where can I write a product review? thanks.,product_review
Can you tell me Can I get it delivered 10th October?,delivery_time
Update my cart for order ORD7655. ASAP.,order_modify
Tell me about the warranty terms. now.,warranty_info
Can you tell me I was charged twice for order ORD3072.,payment_issue
When will my order ORD6754 be delivered? ASAP.,delivery_time
Please Is the laptop available in size XXL?,product_availability
Can I return the shoes I bought next week? ASAP.,return_product
Bulk discount available? ASAP.,bulk_order
"Hi, Gift wrapping cost?",gift_wrapping
I want to know My account is locked.,account_login
"Hi, Deliver this to Jaipur instead. thanks.",change_address
Please Remove saree from order ORD3806. ASAP.,order_modify
"The app says payment failed, but my bank says successful.",payment_issue
Please Do you offer gift wrapping? thanks.,gift_wrapping
Please Why can't I apply this discount?,coupon_apply
Urgent: Is physical damage covered under warranty?,warranty_info
Urgent: Do you have this in stock? ASAP.,product_availability
"Hi, I haven't received my refund yet. please.",refund_status
What is the warranty on this watch? please.,warranty_info
Delivery cost for jeans?,shipping_cost
Change my address for order ORD4453.,change_address
I want to know Cancel this order immediately.,cancel_order
"Hi, I am very disappointed with the perfume.",complaint_register
I want to know Do you have this in stock?,product_availability
I want to know Cancel the kurta I bought. thanks.,cancel_order
Please I have a formal complaint to make.,complaint_register
I want to know Put me through to support staff. thanks.,human_escalate
Please Are you open yesterday?,store_hours
"The saree doesn't fit, want an exchange. please.",exchange_product
Urgent: Please credit my refund.,refund_status
What is the status of my order ORD5370?,track_order
Please Register a complaint regarding order ORD7026. please.,complaint_register
Money deducted but order not placed. thanks.,payment_issue
Amount deducted from my account erroneously. ASAP.,payment_issue
Where is my money for order ORD9863?,refund_status
Urgent: Do you provide a discount for 67 pieces of bag? please.,bulk_order
"Hi, Why is my order delayed? thanks.",track_order
I want to know Money deducted but order not placed.,payment_issue
Please Where can I write a product review?,product_review
Can you tell me How much do you charge for shipping? now.,shipping_cost
Can I cancel the order I placed today? ASAP.,cancel_order
When will the amount reflect in my bank account?,refund_status
Where can I register my grievance? please.,complaint_register
"Hi, Modify my order items.",order_modify
I want to know Change my address for order ORD9027.,change_address
Gift wrapping cost?,gift_wrapping
Can you tell me Can you check if my payment went through?,payment_issue
Gift wrap this please. please.,gift_wrapping
I want to know When is the expected delivery? now.,delivery_time
Urgent: My coupon code OFF33 is not working.,coupon_apply
"Urgent: The mobile doesn't fit, want an exchange. thanks.",exchange_product
Please I am waiting for my refund since 10th October. please.,refund_status
Please Is there an option to send laptop as a gift? please.,gift_wrapping
Urgent: I want to file a complaint. ASAP.,complaint_register
I want to change my delivery address.,change_address
I want to know Unlock my profile please. please.,account_login
Urgent: Please abort my delivery for perfume. ASAP.,cancel_order
Urgent: When do you close today? ASAP.,store_hours
"Hi, Where can I register my grievance?",complaint_register
Is shipping free?,shipping_cost
Please Are you currently open?,store_hours
I want to know Is the laptop available in size 9? now.,product_availability
"Hi, When will I get my refund?",refund_status
Please I want to swap this item.,exchange_product
Can you tell me I want to return this mobile. ASAP.,return_product
I want to know Gift wrap this please. ASAP.,gift_wrapping
"Hi, Is the jeans available in size M? ASAP.",product_availability
Urgent: I want to order 78 of perfume.,bulk_order
Urgent: Stop the shipment for ORD7207. ASAP.,cancel_order
Can you tell me Can you track my order? thanks.,track_order
I want to know How to claim guarantee? thanks.,warranty_info
Please Is the Surat branch open on Sunday? now.,store_hours
Schedule a pickup for returning my order.,return_product
Urgent: Where is my order? now.,track_order
I want to review order ORD3767. ASAP.,product_review
Change the quantity to 70. thanks.,order_modify
Urgent: Where is my order? thanks.,track_order
Unable to sign in. ASAP.,account_login
Can you tell me I want to cancel my order. please.,cancel_order
Please My coupon code OFF20 is not working. ASAP.,coupon_apply
Can you tell me How do I reset my password?,account_login
Please Is shipping free?,shipping_cost
Can you tell me I want to order 42 of shoes. now.,bulk_order
Urgent: How fast can you deliver to Ahmedabad?,delivery_time
Urgent: When do you close today?,store_hours
Can you tell me Has my perfume been shipped? ASAP.,track_order
I want to review order ORD5233.,product_review
"Hi, Do you provide a discount for 65 pieces of jeans? ASAP.",bulk_order
"Hi, Can I cancel the order I placed today? ASAP.",cancel_order
Urgent: Do you provide a discount for 20 pieces of watch? thanks.,bulk_order
"I want to know The item is damaged, I need to return it. now.",return_product
I haven't received my refund yet. now.,refund_status
Can you tell me When will order ORD7870 arrive? ASAP.,track_order
Show me perfumes in stock. ASAP.,product_availability
I want to know How much do you charge for shipping?,shipping_cost
I paid for the shoes but didn't get confirmation. now.,payment_issue
Urgent: Can I rate the seller? now.,product_review
"Hi, B2B ordering process? now.",bulk_order
I want to know What does the warranty cover?,warranty_info
How to add a product review? thanks.,product_review
"Hi, Can I get it delivered next week? thanks.",delivery_time
I want to review order ORD4658. ASAP.,product_review
Transfer me to a real person.,human_escalate
Delivery time for watch? now.,delivery_time
Can you tell me I am very disappointed with the shoes. thanks.,complaint_register
Can you tell me How fast can you deliver to Jaipur?,delivery_time
Why isn't the OFF20 applying to my cart? thanks.,coupon_apply
Urgent: Why can't I apply this discount? now.,coupon_apply
Please Why are you charging for delivery? please.,shipping_cost
Can you tell me I forgot my password.,account_login
"Hi, Delivery time for laptop?",delivery_time
Urgent: How to get bulk pricing? thanks.,bulk_order
"Hi, When will I get my refund? ASAP.",refund_status
Urgent: When will the kurta be back in stock? thanks.,product_availability
Urgent: How many days to deliver to Ahmedabad?,delivery_time
Can you tell me Is the Chennai branch open on Sunday?,store_hours
Urgent: Cancel the mobile I bought. thanks.,cancel_order
How can I return order ORD9440? ASAP.,return_product
My payment is stuck. please.,payment_issue
Can you notify me when watch is available? ASAP.,product_availability
Please Register a complaint regarding order ORD6147.,complaint_register
Can you tell me Why is my payment pending?,payment_issue
I want to know Gift wrapping cost?,gift_wrapping
Urgent: Please credit my refund. thanks.,refund_status
Can you tell me Are there any units left for shoes? ASAP.,product_availability
Please Are there any units left for kurta?,product_availability
Urgent: I need a smaller size for my laptop. ASAP.,exchange_product
"Hi, How many days to deliver to Delhi?",delivery_time
Can I upload photos for my review of shoes?,product_review
Can you tell me Tell me about the warranty terms. thanks.,warranty_info
Why are you charging for delivery?,shipping_cost
"Hi, Schedule a pickup for returning my order. now.",return_product
Please Until what time are you open?,store_hours
"Hi, Can I return the perfume I bought next week? now.",return_product
Where is my money for order ORD1045? now.,refund_status
Please Put me through to support staff.,human_escalate
I was charged twice for order ORD3098.,payment_issue
I want to know Gift wrapping cost?,gift_wrapping
I want to know I want to return this kurta.,return_product
Urgent: I need to order perfume in bulk.,bulk_order
Check my refund status for ORD2729.,refund_status
I want to know When will my order ORD1610 be delivered?,delivery_time
Urgent: I want to place a bulk order. thanks.,bulk_order
Please Exchange my order ORD7165. please.,exchange_product
Money deducted but order not placed. ASAP.,payment_issue
What is the estimated delivery time?,delivery_time
Urgent: When will I get my refund? please.,refund_status
Urgent: Gift wrap this please.,gift_wrapping
Can you tell me Payment issue with my recent transaction. please.,payment_issue
Please Can you check if my payment went through? thanks.,payment_issue
Urgent: Is this item out of stock? ASAP.,product_availability
Refund status for my returned kurta?,refund_status
Can you tell me Exchange POLICY? please.,exchange_product
Why are you charging for delivery? now.,shipping_cost
Can I add watch to my current order? ASAP.,order_modify
Urgent: How to use promo code? thanks.,coupon_apply
How fast can you deliver to Pune?,delivery_time
"Hi, Gift wrapping cost?",gift_wrapping
"The app says payment failed, but my bank says successful. thanks.",payment_issue
Can you tell me Can I alter my recent order?,order_modify
Please My voucher is not working. thanks.,coupon_apply
Please Unable to sign in.,account_login
"Hi, Cancel order ORD3736.",cancel_order
Why is my order delayed? thanks.,track_order
I am tired of talking to a bot. now.,human_escalate
Has the refund been initiated? now.,refund_status
Urgent: Payment issue with my recent transaction. thanks.,payment_issue
"Can you tell me I don't need the mobile anymore, cancel.",cancel_order
"Hi, We are looking to purchase large quantities. please.",bulk_order
Can you tell me I need to report an issue with the delivery. thanks.,complaint_register
Payment failed but amount was debited. please.,payment_issue
I want to order 66 of saree. now.,bulk_order
"Hi, Modify the delivery location. please.",change_address
Check my refund status for ORD4773. now.,refund_status
Can you wrap this perfume as a gift?,gift_wrapping
I want to know Can I get free delivery on bag?,shipping_cost
Please How do I review this laptop? ASAP.,product_review
I need to order jeans in bulk. now.,bulk_order
I want to know Why is my order delayed? ASAP.,track_order
Urgent: My voucher is not working.,coupon_apply
I want to know I want to cancel my order.,cancel_order
Can you tell me Can you check if my payment went through?,payment_issue
Please I forgot to apply my coupon OFF10. ASAP.,coupon_apply
Where can I write a product review? ASAP.,product_review
"Hi, Availability of mobile please. now.",product_availability
I want to know Why are you charging for delivery?,shipping_cost
Take my complaint. please.,complaint_register
I want to know Why isn't the OFF40 applying to my cart? please.,coupon_apply
I want to give 5 stars.,product_review
I want to know Do you have this in stock? now.,product_availability
Can you tell me How many months of warranty for saree? please.,warranty_info
Can you tell me I want to change the items I bought.,order_modify
Urgent: How to edit delivery address?,change_address
I want to know Can I add watch to my current order? ASAP.,order_modify
Store opening schedule?,store_hours
Urgent: Put me through to support staff. ASAP.,human_escalate
Where can I register my grievance? ASAP.,complaint_register
My coupon code OFF25 is not working.,coupon_apply
"Hi, Take my complaint. ASAP.",complaint_register
I forgot my password. now.,account_login
Can you tell me Can you check if my payment went through? thanks.,payment_issue
"Hi, Give me the tracking link for my t-shirt. please.",track_order
Can you tell me Call me back. please.,human_escalate
I want to know I want to talk to a human. thanks.,human_escalate
"Hi, Can you check if my payment went through? please.",payment_issue
Urgent: Connect me to an agent.,human_escalate
Can you tell me I want to modify order ORD1096. ASAP.,order_modify
Please Cancel order ORD4403. thanks.,cancel_order
Can you tell me Call me back.,human_escalate
"Hi, Are there any units left for shoes? ASAP.",product_availability
I want to know My account is locked.,account_login
I want to know Tell me the operating hours. ASAP.,store_hours
Can you tell me I want to swap this item.,exchange_product
Urgent: Why is my payment pending?,payment_issue
I want to know What is the status of my order ORD5117? now.,track_order
Can you tell me I am very disappointed with the watch. please.,complaint_register
Please Ship the t-shirt to my new address. thanks.,change_address
Please Is this item out of stock? now.,product_availability
Can you tell me When is the expected delivery?,delivery_time
Cancel this order immediately.,cancel_order
Payment failed but amount was debited.,payment_issue
Can you tell me I am not getting the OTP to login. thanks.,account_login
How do I cancel my recent order? please.,cancel_order
I can't log into my account. thanks.,account_login
I want to know I haven't received my refund yet. thanks.,refund_status
Please I want this t-shirt. Is it available?,product_availability
Urgent: Can I get free delivery on laptop? thanks.,shipping_cost
I want to know I forgot to apply my coupon OFF12. please.,coupon_apply
"Hi, When will my order ORD8771 be delivered?",delivery_time
I want to know What is the estimated delivery time? now.,delivery_time
Please Why is my order delayed?,track_order
Can you tell me Please abort my delivery for laptop.,cancel_order
Urgent: Can you track my order? now.,track_order
Urgent: Can I rate the seller? now.,product_review
Urgent: I want to leave a rating.,product_review
Urgent: How do I apply for an exchange?,exchange_product
"Hi, How long does shipping take? thanks.",delivery_time
Can you tell me Payment issue with my recent transaction.,payment_issue
I want to know Is express delivery available? now.,delivery_time
"Urgent: I don't like the perfume, arrange for a return.",return_product
Urgent: Complaint about the courier in Mumbai. please.,complaint_register
"Hi, When will the amount reflect in my bank account? please.",refund_status
"Hi, Availability of watch please. please.",product_availability
"Hi, What does the warranty cover? thanks.",warranty_info
I want to know How to add a product review? now.,product_review
Please Delivery cost for t-shirt? thanks.,shipping_cost
The service for order ORD1622 was terrible.,complaint_register
Please Can you wrap this watch as a gift? thanks.,gift_wrapping
"Urgent: I don't need the laptop anymore, cancel. now.",cancel_order
I want to know Ship the laptop to my new address.,change_address
I have a formal complaint to make.,complaint_register
When will the amount reflect in my bank account? thanks.,refund_status
Can you tell me Deliver this to Hyderabad instead.,change_address
Can you tell me Delivery cost for watch?,shipping_cost
"Hi, How do I cancel my recent order? ASAP.",cancel_order
Please How many days for the refund to process? ASAP.,refund_status
Can you tell me Take back my order. ASAP.,return_product
I want to know Store opening schedule? ASAP.,store_hours
"Hi, Does it come with a guarantee? now.",warranty_info
Please Money deducted but order not placed.,payment_issue
Can you tell me How many months of warranty for kurta? thanks.,warranty_info
Urgent: How many days to deliver to Ahmedabad? now.,delivery_time
Please Ship the t-shirt to my new address.,change_address
I need a smaller size for my t-shirt. please.,exchange_product
Please I have a formal complaint to make. please.,complaint_register
Please Payment failed but amount was debited. thanks.,payment_issue
Can you tell me How to use promo code?,coupon_apply
Can you tell me Put me through to support staff. now.,human_escalate
Urgent: Transfer me to a real person.,human_escalate
Please How do I cancel my recent order? ASAP.,cancel_order
I can't log into my account. thanks.,account_login
Please Register a complaint regarding order ORD9723. please.,complaint_register
Can you tell me I want to swap this item. thanks.,exchange_product
Can you tell me Tell me about the warranty terms. thanks.,warranty_info
Can you tell me How many days for the refund to process? thanks.,refund_status
Can you tell me Are you open 2 days ago? ASAP.,store_hours
What is the estimated delivery time? now.,delivery_time
Please Can I buy wholesale? thanks.,bulk_order
Check my refund status for ORD7075. thanks.,refund_status
"Hi, I want to cancel my order.",cancel_order
I need this to be a present. now.,gift_wrapping
Please When will my order ORD9186 be delivered? please.,delivery_time
I want to know Is shipping free? ASAP.,shipping_cost
I want to know Where can I register my grievance? thanks.,complaint_register
"Hi, I have a formal complaint to make. ASAP.",complaint_register
Can you tell me Can I get it delivered 2 days ago?,delivery_time
I am tired of talking to a bot.,human_escalate
I want to place a bulk order. ASAP.,bulk_order
Delivery cost for bag? now.,shipping_cost
Can you tell me Tell me the operating hours. ASAP.,store_hours
Show me sarees in stock. please.,product_availability
I want to know My bag is under warranty. now.,warranty_info
I want to know Where can I write a product review?,product_review
Please How fast can you deliver to Bangalore? thanks.,delivery_time
Can you tell me Update the address for order ORD7981. ASAP.,change_address
I want to know Can I buy wholesale?,bulk_order
Please How to share my feedback on the laptop? ASAP.,product_review
I forgot my password. thanks.,account_login
Urgent: Show me watchs in stock. now.,product_availability
Urgent: How do I cancel my recent order? please.,cancel_order
Urgent: Warranty period please.,warranty_info
Can you tell me Modify my order items. please.,order_modify
Can you tell me I want this mobile. Is it available?,product_availability
What is the estimated delivery time? ASAP.,delivery_time
Until what time are you open? thanks.,store_hours
Can you tell me Delivery time for jeans?,delivery_time
Can you tell me Help me recover my account. please.,account_login
Can you tell me When is the expected delivery? ASAP.,delivery_time
Urgent: Can I apply coupon on shoes? now.,coupon_apply
Urgent: Can I change the attributes of order ORD5171? ASAP.,order_modify
Can you tell me Do you provide a discount for 8 pieces of laptop? ASAP.,bulk_order
Please I am not getting the OTP to login. please.,account_login
"Hi, Gift wrapping cost? thanks.",gift_wrapping
Please Store opening schedule?,store_hours
Urgent: Give me the tracking link for my watch.,track_order
Please Promo code OFF23 is not accepted.,coupon_apply
Can you tell me My account is locked.,account_login
"I want to know I don't need the laptop anymore, cancel. thanks.",cancel_order
Urgent: Bulk discount available? ASAP.,bulk_order
Can you tell me Will I receive my order by tomorrow?,delivery_time
Can you tell me How can I return order ORD6613? now.,return_product
Please Is there an option to send kurta as a gift?,gift_wrapping
I want to know Exchange POLICY? please.,exchange_product
What is the status of my order ORD1355?,track_order
"Can you tell me The app says payment failed, but my bank says successful. ASAP.",payment_issue
Can you tell me Register a complaint regarding order ORD1354. ASAP.,complaint_register
"Hi, I paid for the t-shirt but didn't get confirmation.",payment_issue
Does it come with a guarantee? please.,warranty_info
I want to know Take my complaint. thanks.,complaint_register
Please Is the shoes available in size XXL?,product_availability
Please Can I apply coupon on bag?,coupon_apply
Can you tell me Update my cart for order ORD1520. please.,order_modify
Can you tell me Do I have to pay shipping for order ORD7608?,shipping_cost
Urgent: What is your return policy? thanks.,return_product
Please How to get bulk pricing? now.,bulk_order
I want to know When will order ORD7561 arrive?,track_order
Urgent: Corporate order for our office in Bangalore.,bulk_order
I need to order watch in bulk.,bulk_order
Urgent: I want to send the perfume back. now.,return_product
"Hi, How to edit delivery address? thanks.",change_address
Urgent: My watch is under warranty.,warranty_info
Can you tell me Why are you charging for delivery? now.,shipping_cost
"Hi, Can you wrap this laptop as a gift? ASAP.",gift_wrapping
Please I need this to be a present. please.,gift_wrapping
Please Shipping charges are too high.,shipping_cost
"Hi, I don't need the t-shirt anymore, cancel.",cancel_order
Please Human intervention required. please.,human_escalate
I want to modify order ORD7648.,order_modify
Can you tell me Human intervention required. please.,human_escalate
I want to know The discount code OFF14 is showing an error. now.,coupon_apply
Why is my order delayed? please.,track_order
Why is my order delayed?,track_order
Urgent: How do I review this mobile? ASAP.,product_review
I want to know Delivery cost for t-shirt?,shipping_cost
Shipping charges are too high. thanks.,shipping_cost
Please Can you check if my payment went through? ASAP.,payment_issue
"Hi, I want to change the items I bought. ASAP.",order_modify
Can you tell me Where can I register my grievance? thanks.,complaint_register
Can you tell me Tell me about the warranty terms. thanks.,warranty_info
Is my order out for delivery?,track_order
"Urgent: I don't like the laptop, arrange for a return.",return_product
Can you tell me When is the expected delivery? ASAP.,delivery_time
Can you tell me I need to order perfume in bulk. now.,bulk_order
Can you tell me Can I get it delivered 10th October? please.,delivery_time
Please When will the perfume be back in stock? ASAP.,product_availability
Can I change shipping address to Pune?,change_address
Please Are there any units left for t-shirt?,product_availability
"Hi, Show me mobiles in stock. now.",product_availability
Please My account is locked. please.,account_login
Can you tell me What is the estimated delivery time? now.,delivery_time
Can you tell me My saree is under warranty. please.,warranty_info
I ordered 6 but I want more. please.,order_modify
Leave a comment on the product. ASAP.,product_review
"Hi, Bulk discount available? now.",bulk_order
Urgent: How much do you charge for shipping?,shipping_cost
Can you tell me Update my cart for order ORD9320.,order_modify
What are the shipping fees?,shipping_cost
Urgent: How to claim guarantee? thanks.,warranty_info
"Hi, How much is shipping to Hyderabad? now.",shipping_cost
I want to know Can I alter my recent order? please.,order_modify
My payment is stuck. please.,payment_issue
Payment failed but amount was debited.,payment_issue
"Hi, Please abort my delivery for t-shirt. please.",cancel_order
I want to know Can I cancel the order I placed Friday? please.,cancel_order
I want to know Update my cart for order ORD4791.,order_modify
"Hi, Why isn't the OFF47 applying to my cart?",coupon_apply
Give me the tracking link for my bag. please.,track_order
I want to know How to edit delivery address? please.,change_address
"Hi, Your customer service is bad, I want to complain.",complaint_register
I want to know What are the shipping fees?,shipping_cost
Urgent: Payment issue with my recent transaction. thanks.,payment_issue
Urgent: Cancel this order immediately.,cancel_order
Urgent: I want to send the jeans back. please.,return_product
"Hi, Can I change shipping address to Hyderabad? thanks.",change_address
"Hi, I want to return this perfume. ASAP.",return_product
I want to give 5 stars. now.,product_review
Please I need to order t-shirt in bulk. ASAP.,bulk_order
Can I cancel the order I placed Friday? please.,cancel_order
My payment is stuck. ASAP.,payment_issue
Can you tell me I have a formal complaint to make. thanks.,complaint_register
Please Delivery cost for saree? thanks.,shipping_cost
Replace this kurta with a larger one. please.,exchange_product
When will I get my refund?,refund_status
Please Is shipping free? now.,shipping_cost
Update the address for order ORD7688.,change_address
I want to know How many months of warranty for t-shirt? thanks.,warranty_info
"Hi, I ordered 57 but I want more. thanks.",order_modify
I want to know How can I return order ORD7675? thanks.,return_product
Why are you charging for delivery? now.,shipping_cost
"Hi, I don't need the saree anymore, cancel.",cancel_order
Urgent: Is my order out for delivery? please.,track_order
I want to know Can I upload photos for my review of shoes? please.,product_review
"Urgent: I don't need the perfume anymore, cancel.",cancel_order
"Hi, Cancel order ORD2380.",cancel_order
How to add a product review? now.,product_review
"Hi, I am tired of talking to a bot. ASAP.",human_escalate
"Hi, Gift wrap this please.",gift_wrapping
Unlock my profile please. ASAP.,account_login
"Hi, Is there an option to send jeans as a gift?",gift_wrapping
I want to know I haven't received my refund yet.,refund_status
"Hi, Are you open yesterday? now.",store_hours
"Urgent: I put the wrong address, please change it. please.",change_address
I want to know My login is failing.,account_login
Please Can I get free delivery on t-shirt? thanks.,shipping_cost
Please Can I change the attributes of order ORD7582?,order_modify
Urgent: How can I return order ORD2830?,return_product
Urgent: Coupon OFF48 says invalid. please.,coupon_apply
How to claim guarantee? ASAP.,warranty_info
I want to swap this item. ASAP.,exchange_product
Please Do you have this in stock? thanks.,product_availability
Urgent: Unlock my profile please.,account_login
Urgent: How do I cancel my recent order?,cancel_order
Please Can I change shipping address to Chennai? thanks.,change_address
I was charged twice for order ORD2085. now.,payment_issue
I want to know Can you track my order?,track_order
I want to know Can I get it delivered tomorrow?,delivery_time
"Hi, Send this wrapped to Chennai. ASAP.",gift_wrapping
Can you tell me Let me speak to customer care.,human_escalate
Promo code OFF10 is not accepted.,coupon_apply
I want to know Shipping charges are too high. please.,shipping_cost
Is this item out of stock?,product_availability
How do I apply for an exchange?,exchange_product
"Hi, What is the status of my order ORD7915? now.",track_order
Can you tell me My login is failing.,account_login
"I changed my mind, cancel order ORD7143. please.",cancel_order
Urgent: I want to order 25 of jeans.,bulk_order
When is the expected delivery? please.,delivery_time
I want to know Shipping charges are too high. thanks.,shipping_cost
Is this item out of stock? now.,product_availability
Refund status for my returned mobile? now.,refund_status
I want to give 5 stars. ASAP.,product_review
Store timings in Surat?,store_hours
How to use promo code? please.,coupon_apply
Please How to claim guarantee? ASAP.,warranty_info
What is the status of my order ORD3485? ASAP.,track_order
"Hi, Can you track my order?",track_order
Bulk discount available? please.,bulk_order
Check if size S is there for laptop. thanks.,product_availability
Can you tell me I want to swap this item. thanks.,exchange_product
I want to know Coupon OFF25 says invalid.,coupon_apply
Can you tell me Is there an option to send kurta as a gift? now.,gift_wrapping
"Hi, Check my refund status for ORD2781. please.",refund_status
Cancel the bag I bought. now.,cancel_order
I need to order mobile in bulk.,bulk_order
Urgent: Schedule a pickup for returning my order. ASAP.,return_product
Tell me the operating hours.,store_hours
Please What time does your store open? thanks.,store_hours
Urgent: Do you have this in stock? ASAP.,product_availability
Please Where is my order?,track_order
"Hi, Give me the tracking link for my shoes.",track_order
Urgent: Can I get a mobile in 9 instead?,exchange_product
Store opening schedule?,store_hours
How long does shipping take? ASAP.,delivery_time
"Can you tell me I changed my mind, cancel order ORD5282. please.",cancel_order
When will order ORD2973 arrive?,track_order
Please Call me back. thanks.,human_escalate
"Hi, This bag is defective, I need a return.",return_product
Please Are you currently open? ASAP.,store_hours
Can you tell me Modify my order items. thanks.,order_modify
Urgent: How to edit delivery address? now.,change_address
"Hi, Payment failed but amount was debited.",payment_issue
I want to know I need to speak to the manager.,human_escalate
Can you tell me How to edit delivery address?,change_address
Please When will the perfume be back in stock? please.,product_availability
I want to change the items I bought. now.,order_modify
"The item is damaged, I need to return it.",return_product
Can you tell me Tell me the operating hours.,store_hours
"Urgent: I don't like the jeans, arrange for a return. thanks.",return_product
"Hi, Transfer me to a real person. please.",human_escalate
Where is my money for order ORD5403? thanks.,refund_status
"The app says payment failed, but my bank says successful. please.",payment_issue
Please I am tired of talking to a bot.,human_escalate
"Please I put the wrong address, please change it. please.",change_address
"Urgent: I put the wrong address, please change it. ASAP.",change_address
Can you tell me Please credit my refund. now.,refund_status
Can you tell me Availability of t-shirt please. thanks.,product_availability
Can you tell me What time does your store open? ASAP.,store_hours
Please Can I add watch to my current order? now.,order_modify
Please What is your return policy? thanks.,return_product
Do you provide a discount for 9 pieces of saree?,bulk_order
Tell me the operating hours.,store_hours
Shipping charges are too high. please.,shipping_cost
Can you tell me When will order ORD4817 arrive? ASAP.,track_order
Urgent: My account is locked. ASAP.,account_login
"Hi, I want to send the watch back. thanks.",return_product
Tell me about the warranty terms. ASAP.,warranty_info
I want to know Exchange POLICY?,exchange_product
"Hi, I ordered 54 but I want more. thanks.",order_modify
I want to know How to add a product review?,product_review
I want to know I need this to be a present. please.,gift_wrapping
Please I have a formal complaint to make.,complaint_register
I want to know I need to order t-shirt in bulk. now.,bulk_order
Can you tell me Do you offer gift wrapping? now.,gift_wrapping
Can you tell me Will I receive my order by yesterday?,delivery_time
Add a gift message.,gift_wrapping
Urgent: Is express delivery available? now.,delivery_time
Can you tell me I haven't received my refund yet. ASAP.,refund_status
I want to know I want to modify order ORD3078.,order_modify
I want to know Account USR962 is inaccessible. please.,account_login
"Hi, How much do you charge for shipping? thanks.",shipping_cost
I am very disappointed with the mobile. now.,complaint_register
Please Stop the shipment for ORD9454.,cancel_order
"Hi, How to edit delivery address?",change_address
How do I review this jeans?,product_review
Has my kurta been shipped?,track_order
Urgent: Gift wrap this please. please.,gift_wrapping
Urgent: Can I upload photos for my review of t-shirt? thanks.,product_review
Can you tell me Where is my order? ASAP.,track_order
I want to know Can I get free delivery on kurta?,shipping_cost
Can you tell me Please credit my refund. thanks.,refund_status
"Hi, What is the delivery charge? thanks.",shipping_cost
Can you track my order?,track_order
When will the jeans be back in stock? please.,product_availability
"Hi, Is physical damage covered under warranty? ASAP.",warranty_info
Is the shoes available in size L? please.,product_availability
I want to know Deliver this to Ahmedabad instead. please.,change_address
I want to know Can I alter my recent order? please.,order_modify
"The app says payment failed, but my bank says successful. thanks.",payment_issue
I want to know The discount code OFF19 is showing an error.,coupon_apply
Can you tell me I can't log into my account. ASAP.,account_login
"Hi, How to claim guarantee?",warranty_info
Update the address for order ORD4591.,change_address
I want to know Leave a comment on the product. ASAP.,product_review
I want to know I paid for the mobile but didn't get confirmation. thanks.,payment_issue
"Can you tell me I put the wrong address, please change it. thanks.",change_address
Urgent: Can I buy wholesale? now.,bulk_order
Can you tell me I ordered 9 but I want more.,order_modify
Urgent: Is express delivery available? now.,delivery_time
I need this to be a present. now.,gift_wrapping
"Can you tell me This bag is defective, I need a return. ASAP.",return_product
Please Human intervention required. thanks.,human_escalate
Please Where is my order?,track_order
I want to know Replace this saree with a larger one. now.,exchange_product
I want to know Gift wrapping cost? now.,gift_wrapping
Modify my order items. please.,order_modify
Is this item out of stock? ASAP.,product_availability
I want to know I want to exchange this jeans. now.,exchange_product
How many days to deliver to Bangalore? now.,delivery_time
How to add a product review? now.,product_review
My login is failing. now.,account_login
I want to track order ORD9855. thanks.,track_order
Urgent: I want to track order ORD4668.,track_order
I want to know Are there any units left for perfume? thanks.,product_availability
Urgent: Shipping charges are too high. now.,shipping_cost
"Hi, Schedule a pickup for returning my order.",return_product
Urgent: Exchange my order ORD9594. thanks.,exchange_product
"Hi, I want to send the laptop back. now.",return_product
"The jeans doesn't fit, want an exchange.",exchange_product
I want to know How long does shipping take? thanks.,delivery_time
I want to know Warranty period please. ASAP.,warranty_info
"Hi, Schedule a pickup for returning my order. please.",return_product
Why isn't the OFF12 applying to my cart?,coupon_apply
Gift wrap this please. now.,gift_wrapping
I want to know Is there an option to send kurta as a gift?,gift_wrapping
Urgent: Exchange POLICY? now.,exchange_product
How do I review this watch? thanks.,product_review
Please I ordered 51 but I want more. thanks.,order_modify
Urgent: Can I change the attributes of order ORD2182? thanks.,order_modify
"This bag is defective, I need a return. please.",return_product
"Hi, How do I cancel my recent order?",cancel_order
I want to change my delivery address.,change_address
Are you currently open?,store_hours
When do you close today? please.,store_hours
Can you tell me Can I get a customer service representative? thanks.,human_escalate
Urgent: I want to leave a rating. please.,product_review
"Hi, Warranty period please.",warranty_info
Urgent: I want to modify order ORD7612. ASAP.,order_modify
Can you tell me Can I change shipping address to Chennai?,change_address
I want to know I haven't received my refund yet. now.,refund_status
Remove shoes from order ORD6722. now.,order_modify
I need a smaller size for my bag. thanks.,exchange_product
